EG;OG;Heizlast_gesamt
17.629821066;18.193503666;35.823324732
17.789366958;18.358150758;36.147517715999996
17.94891285;18.52279785;36.4717107
18.108458742;18.687444942;36.795903683999995
18.188231688000002;18.769768488;36.958000176
18.34777758;18.93441558;37.28219316
18.427550526000005;19.016739126000004;37.44428965200001
18.507323472;19.099062672;37.606386144
18.48943891986;19.0735133118;37.56295223166
17.189526922680002;17.6228947776;34.81242170028
15.986420778300001;16.28696231232;32.27338309062
14.995092607619998;15.188352844919999;30.18344545254
14.390981350679999;14.540829355739998;28.931810706419995
14.503961967479999;14.6946976209;29.198659588379996
15.0206289729;15.298228114979997;30.318857087879998
16.22883849186;16.66993619514;32.898774687
17.071410444;17.617238844;34.688649288
17.071410444;17.617238844;34.688649288
17.071410444;17.617238844;34.688649288
17.071410444;17.617238844;34.688649288
17.071410444;17.617238844;34.688649288
16.991637498000003;17.534915298;34.526552796000004
16.991637498000003;17.534915298;34.526552796000004
16.991637498000003;17.534915298;34.526552796000004
16.911864552;17.452591752;34.364456304
16.911864552;17.452591752;34.364456304
16.75231866;17.28794466;34.04026332
16.592772768;17.123297567999998;33.716070336
16.512999821999998;17.040974022;33.553973844
16.433226876;16.958650476;33.391877351999995
16.35345393;16.876326929999998;33.22978086
16.273680984;16.794003384;33.067684368
16.176023485860004;16.686130477800003;32.862153963660006
14.80598835738;15.175617228419998;29.981605585799997
13.827998298719999;14.100574289159999;27.928572587879998
13.286057151599998;13.5152209098;26.801278061399998
11.981605211759998;12.070277841;24.051883052759997
11.956331070059997;12.088454955719998;24.044786025779995
12.148232987520002;12.339124737660002;24.487357725180004
13.276669560480002;13.62850927182;26.905178832300003
14.040038496000001;14.488944096;28.528982592000002
14.279357334;14.735914733999998;29.015272067999998
14.438903226000003;14.900561826;29.339465052
14.678222064;15.147532464;29.825754527999997
14.837767956000004;15.312179556;30.149947512000004
14.997313848000001;15.476826648;30.474140496
15.236632686000002;15.723797286000002;30.960429972000004
15.396178578;15.888444377999999;31.284622956
16.034362146;16.547032746;32.581394892
16.75231866;17.28794466;34.04026332
17.470275174;18.028856574;35.499131747999996
17.869139904;18.440474304;36.309614208
18.268004634;18.852092033999998;37.120096668
18.587096418;19.181386218;37.768482636
22.894835502;23.626857702;46.521693204
23.134154340000002;23.873828340000003;47.007982680000005
23.03649684186;23.7659554338;46.80245227566
11.45066815428;11.904284712479999;23.35495286676
7.490478338519999;7.775547167760003;15.266025506280002
4.607056445939996;4.774667594579997;9.381724040519993
3.410468753399998;3.493819045619997;6.904287799019995
4.867057503299996;5.032183092239999;9.899240595539995
7.555990055099999;7.80286492464;15.358854979739998
12.110897039220003;12.516130245780005;24.627027285000008
19.464598824;20.086945223999997;39.551544048
19.9432365;20.580886500000002;40.524123
20.421874176000003;21.074827776;41.496701952
20.900511852;21.568769052;42.469280904
21.458922474;22.145033874;43.603956348
21.937560150000003;22.63897515;44.5765353
18.427550526000005;19.016739126000004;37.44428965200001
18.906188202;19.510680402;38.416868604
19.225279986;19.839974586;39.065254572
19.703917662000002;20.333915861999998;40.037833524
20.182555338;20.827857138;41.010412476
20.421874176000003;21.074827776;41.496701952
20.740965959999997;21.404121959999998;42.145087919999995
21.060057744;21.733416144;42.793473888
25.288023881999997;26.096564081999997;51.38458796399999
25.52734272;26.34353472;51.87087744
25.49157361572;26.292435999600002;51.78400961532
14.336402251679997;14.879289809879996;29.21569206155999
9.985877154239999;10.339773159300002;20.325650313540002
7.57029676674;7.834830715379999;15.40512748212
7.79369656686;8.032711507439997;15.826408074299996
7.871189795340001;8.13321216816;16.0044019635
10.342952785439998;10.686724438859997;21.029677224299995
15.201327226559997;15.708571425059999;30.909898651619997
22.974608447999998;23.709181248;46.683789696
22.815062556;23.544534156;46.359596712
22.655516664;23.379887064;46.035403728
22.575743718000005;23.297563518000004;45.87330723600001
22.416197826;23.132916426;45.549114252
22.256651933999997;22.968269334;45.224921267999996
18.188231688000002;18.769768488;36.958000176
18.028685796;18.605121396;36.633807192000006
17.629821066;18.193503666;35.823324732
17.230956336000002;17.781885936000002;35.012842272
16.75231866;17.28794466;34.04026332
16.512999821999998;17.040974022;33.553973844
16.273680984;16.794003384;33.067684368
15.954589200000001;16.464709199999998;32.4192984
19.783690608;20.416239408;40.199930015999996
19.54437177;20.169268770000002;39.71364054
19.44671427186;20.061395863799998;39.50811013566
18.590509496820005;19.123467824280002;37.7139773211
17.40755462718;17.825579857919998;35.233134485099995
15.373511352000003;15.602532021540002;30.976043373540005
14.316311779259998;14.486616616560001;28.802928395819997
13.33207848726;13.461534700380001;26.793613187640002
14.502520900379999;14.798052290819998;29.300573191199994
14.73076834896;15.10293481194;29.8337031609
16.273680984;16.794003384;33.067684368
16.114135091999998;16.629356292;32.743491383999995
15.954589200000001;16.464709199999998;32.4192984
15.795043308000002;16.300062108;32.095105416
15.635497416000002;16.135415016000003;31.770912432000003
15.475951524;15.970767923999997;31.446719447999996
11.327758332;11.689943532;23.017701864
11.168212440000001;11.52529644;22.693508880000003
11.327758332;11.689943532;23.017701864
11.567077170000001;11.936914170000001;23.503991340000002
11.726623062;12.101561261999999;23.828184324
11.806396008;12.183884808;23.990280816000002
11.886168954;12.266208354;24.152377308
11.9659419;12.3485319;24.314473800000002
16.034362146;16.547032746;32.581394892
16.034362146;16.547032746;32.581394892
15.936704647860001;16.4391598398;32.375864487659996
9.78069142962;10.040501412;19.821192841619997
5.043231134399997;5.124277979759997;10.167509114159994
1.3845237690000012;1.3200173095800007;2.704541078580002
0.0;0.0;0.0
0.20012783225999975;0.11781920507999999;0.31794703733999974
3.931474280219999;3.9309149336399978;7.862389213859997
6.893797981079999;7.036280363459999;13.930078344539996
11.886168954;12.266208354;24.152377308
12.205260738000002;12.595502538000002;24.800763276000005
12.444579575999999;12.842473175999999;25.287052751999997
12.683898414000002;13.089443814000001;25.773342228000004
13.002990198000003;13.418737998000001;26.421728196000004
13.242309036000002;13.665708636000002;26.908017672000003
9.492980574;9.796501974000002;19.289482548000002
9.812072358;10.125796158;19.937868516
10.131164142;10.455090342;20.586254484
10.530028872;10.866708072;21.396736944
10.849120656;11.196002256;22.045122912
11.088439494000001;11.442972894;22.531412388
11.247985386;11.607619986;22.855605372
11.487304223999999;11.854590624;23.341894848
15.555724470000001;16.053091470000002;31.608815940000003
15.715270362;16.217738562;31.933008924
15.69738580986;16.1921892018;31.88957501166
15.445010575800001;15.904053535500001;31.349064111300002
15.298527577320002;15.726911304780002;31.025438882100005
15.042745761900001;15.443033865179999;30.48577962708
14.923797130259999;15.313869825479998;30.237666955739996
6.366438764099997;6.319669432139998;12.686108196239996
6.08765602704;6.212089088520001;12.29974511556
9.20723290746;9.469632514020002;18.676865421480002
14.359130279999999;14.81823828;29.177368559999998
14.518676172000001;14.982885372;29.501561544
14.757995009999998;15.229856009999999;29.987851019999997
14.917540901999999;15.394503101999998;30.312044003999997
15.15685974;15.64147374;30.79833348
15.316405631999999;15.806120831999998;31.122526463999996
11.567077170000001;11.936914170000001;23.503991340000002
11.726623062;12.101561261999999;23.828184324
11.806396008;12.183884808;23.990280816000002
11.886168954;12.266208354;24.152377308
11.9659419;12.3485319;24.314473800000002
12.045714846;12.430855445999999;24.476570291999998
12.045714846;12.430855445999999;24.476570291999998
12.045714846;12.430855445999999;24.476570291999998
12.125487792;12.513178992;24.638666784
12.125487792;12.513178992;24.638666784
12.02783029386;12.4053060858;24.43313637966
11.37517525254;11.67091477194;23.04609002448
11.23010733132;11.52841045878;22.7585177901
10.93855641162;11.20109910684;22.13965551846
10.84089891348;11.1008910087;21.94178992218
0.0;0.0;0.0
0.0;0.0;0.0
4.70273776008;4.78913295858;9.49187071866
9.333434681999998;9.631854881999999;18.965289563999995
9.333434681999998;9.631854881999999;18.965289563999995
9.413207628000002;9.714178428;19.127386056000002
9.492980574;9.796501974000002;19.289482548000002
9.492980574;9.796501974000002;19.289482548000002
9.572753520000001;9.87882552;19.45157904
9.652526466;9.961149065999999;19.613675532
9.652526466;9.961149065999999;19.613675532
9.812072358;10.125796158;19.937868516
10.051391196;10.372766796;20.424157992
10.131164142;10.455090342;20.586254484
10.290710034;10.619737434;20.910447468
10.370482979999998;10.702060979999999;21.072543959999997
10.450255926;10.784384526;21.234640452
10.530028872;10.866708072;21.396736944
10.689574764000001;11.031355164;21.720929928000004
10.671690211860001;11.005805803800001;21.677496015660005
10.481203371660001;10.774444323300001;21.255647694960004
10.13599879554;10.385814506880001;20.52181330242
9.909742851059999;10.126348730159998;20.03609158122
9.891858298919999;10.108464178019998;20.00032247694
9.906336269699999;10.122942148799998;20.0292784185
10.12918563282;10.37900134416;20.50818697698
10.4235732045;10.7219283642;21.1455015687
10.609801818000001;10.949031618000001;21.558833436
10.450255926;10.784384526;21.234640452
10.210937088000001;10.537413888;20.748350976
10.051391196;10.372766796;20.424157992
9.891845304;10.208119704;20.099965007999998
9.812072358;10.125796158;19.937868516
9.492980574;9.796501974000002;19.289482548000002
9.253661736;9.549531336;18.803193072
9.094115844000001;9.384884244;18.479000088
8.934569952;9.220237152;18.154807104
8.77502406;9.05559006;17.83061412
8.695251114;8.973266514;17.668517628
8.535705222;8.808619422;17.344324644
8.455932276;8.726295876;17.182228152
12.444579575999999;12.842473175999999;25.287052751999997
